시군구명,도로(가로)명,설치 위치,쓰레기통 종류,형태,수거 담당자,관리기관명,관리기관 전화번호,데이터기준일자
동대문구,회기로 85,카이스트 정문 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,제기로 9길 2,소문난 고향순대국 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,안암로 132,대즐링 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,홍릉로 86,가정식뷔페 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,홍릉로 118,수림문화재단 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,홍릉로 70,리싸이클 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,홍릉로 63-1,버스정류소 06-280,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,홍릉로 34-1,혜민약국,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,고산자로 518,홍파초등학교 후문 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4727,2025-07-01
동대문구,제기동 695-2,버스정류소 06-170,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4728,2025-07-02
동대문구,제기로 46,홍파빌딩 앞,일반쓰레기,일반 사각 쓰레기통,가로 환경공무관,서울특별시 동대문구청,02-2127-4729,2025-07-03
동대문구,고산자로 485,티스테이션 앞,일반쓰레기,일반 사각 쓰레기통,,서울특별시 동대문구청,02-2127-4730,2025-07-04
